national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
6.0,2.0,8.0,28.0,56.0,70.0,11.0,21.0,33.0,91.0,0.0,0,0.0,0.97,0.92,0.0,0,0,0,1,0,1
5.0,2.0,0.0,12.0,12.0,12.0,4.0,11.0,19.0,29.0,1.0,0,0.0,0.81,0.83,0.0,0,0,1,1,0,1
0.0,2.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.84,0.66,0.0,1,0,0,1,0,1
2.0,8.0,0.0,5.0,25.0,45.0,0.0,9.0,35.0,43.0,0.0,0,0.0,0.48,0.57,0.0,0,0,0,1,0,1
1.0,8.0,1.0,19.0,28.0,43.0,3.0,17.0,29.0,39.0,5.0,0,0.0,0.99,0.98,0.0,0,0,1,1,0,1
0.0,2.0,96.0,48.0,192.0,192.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.96,0.96,0.0,0,0,0,1,0,1
2.0,2.0,0.0,30.0,60.0,60.0,7.0,13.0,26.0,48.0,0.0,0,0.0,0.98,0.92,0.0,0,0,0,1,0,1
95.0,0.0,3.0,832.0,1345.0,1820.0,245.0,618.0,1181.0,1776.0,212.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.78,0.78,0.0,0,0,0,1,0,1
1.0,8.0,0.0,2.0,4.0,5.0,1.0,3.0,3.0,5.0,0.0,0,0.0,0.85,0.56,0.0,0,0,0,1,0,1
5.0,2.0,0.0,6.0,6.0,12.0,4.0,9.0,15.0,16.0,0.0,0,0.0,0.94,0.92,0.0,1,0,0,1,0,1
0.0,8.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.87,0.88,0.0,1,0,1,1,0,1
6.0,0.0,0.0,3.0,9.0,17.0,2.0,6.0,11.0,12.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
27992.0,8.0,180.0,855.0,20235.0,35340.0,2768.0,10363.0,23699.0,43275.0,3619.0,0,0.0,0.98,0.99,180.0,0,0,0,1,0,1
6.0,8.0,0.0,187.0,304.0,416.0,38.0,138.0,272.0,426.0,27.0,0,19.0,0.79,0.66,0.0,0,0,0,1,0,1
37.0,2.0,0.0,60.0,120.0,180.0,15.0,45.0,72.0,89.0,0.0,0,0.0,0.24,0.31,0.0,1,0,0,1,0,1
2.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0,0.0,0.24,0.14,0.0,1,0,0,1,0,1
5.0,8.0,6.0,172.0,274.0,363.0,36.0,124.0,239.0,378.0,30.0,0,0.0,0.37,0.54,5.0,0,0,0,1,0,1
1.0,8.0,0.0,18.0,28.0,37.0,3.0,9.0,18.0,29.0,0.0,0,0.0,0.96,0.96,0.0,0,0,0,1,0,1
-1.0,9.0,0.0,17.0,22.0,31.0,10.0,25.0,41.0,47.0,0.0,0,0.0,0.68,0.66,1.0,0,0,1,1,0,1
1.0,2.0,0.0,1.0,1.0,2.0,3.0,5.0,7.0,13.0,0.0,0,0.0,0.68,0.64,0.0,0,0,0,1,0,1
0.0,8.0,0.0,36.0,56.0,56.0,8.0,13.0,17.0,30.0,0.0,0,0.0,0.17,0.33,0.0,0,0,0,1,0,1
11.0,2.0,3.0,432.0,648.0,936.0,71.0,238.0,449.0,680.0,122.0,0,0.0,0.61,0.57,0.0,0,0,1,1,0,1
3.0,2.0,0.0,2.0,6.0,10.0,2.0,4.0,6.0,8.0,0.0,0,0.0,0.91,0.93,0.0,0,0,0,1,0,1
4.0,8.0,0.0,12.0,24.0,24.0,5.0,9.0,16.0,21.0,0.0,0,0.0,0.99,0.99,0.0,0,0,1,1,0,1
0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0,0.0,0.78,0.78,0.0,0,0,0,1,0,1
0.0,2.0,2.0,14.0,21.0,28.0,12.0,17.0,22.0,34.0,1.0,0,0.0,0.98,0.96,0.0,0,0,0,1,0,1
0.0,8.0,0.0,4.0,8.0,15.0,5.0,14.0,26.0,32.0,55.0,0,0.0,0.67,0.69,0.0,0,0,0,1,0,1
0.0,9.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,0,0.0,0.68,0.66,0.0,0,0,0,1,0,1
0.0,2.0,0.0,26.0,44.0,64.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.99,0.91,0.0,0,0,1,1,0,1
0.0,2.0,0.0,0.0,0.0,0.0,12.0,25.0,25.0,25.0,0.0,0,0.0,0.98,0.98,0.0,0,0,0,1,0,1
2.0,2.0,0.0,6.0,6.0,12.0,5.0,6.0,6.0,6.0,0.0,0,0.0,0.38,0.4,0.0,1,0,0,1,0,1
10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.17,0.33,0.0,1,0,1,1,0,1
0.0,2.0,0.0,8.0,8.0,8.0,0.0,2.0,3.0,3.0,1.0,0,0.0,0.85,0.83,1.0,0,0,0,1,0,1
4.0,8.0,0.0,15.0,23.0,31.0,6.0,13.0,18.0,33.0,0.0,0,0.0,0.17,0.33,0.0,0,0,0,1,0,1
19.0,2.0,0.0,400.0,480.0,560.0,212.0,363.0,625.0,895.0,92.0,0,80.0,0.06,0.03,28.0,0,0,0,1,0,1
12.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,26.0,3.0,0,0.0,0.66,0.69,0.0,0,0,0,1,0,1
20.0,6.0,0.0,85.0,115.0,155.0,14.0,41.0,89.0,124.0,17.0,0,0.0,0.68,0.69,0.0,0,0,0,1,0,1
0.0,9.0,0.0,241.0,241.0,241.0,0.0,0.0,0.0,0.0,0.0,0,70.0,0.92,0.83,90.0,0,0,0,1,0,1
5.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,0,0.0,0.66,0.69,0.0,0,0,0,1,0,1
1.0,8.0,0.0,4.0,6.0,8.0,3.0,6.0,6.0,8.0,0.0,0,0.0,0.56,0.46,0.0,0,0,1,1,0,1
4.0,2.0,0.0,6.0,6.0,12.0,4.0,12.0,24.0,28.0,0.0,0,0.0,0.92,0.95,0.0,0,0,0,1,0,1
3.0,2.0,0.0,16.0,32.0,48.0,4.0,12.0,25.0,46.0,0.0,0,0.0,0.77,0.81,0.0,0,0,0,1,0,1
1.0,8.0,0.0,11.0,15.0,19.0,7.0,12.0,18.0,25.0,1.0,0,0.0,0.42,0.36,0.0,0,0,0,1,0,1
13.0,2.0,0.0,12.0,32.0,52.0,5.0,17.0,39.0,45.0,3.0,0,0.0,0.93,0.93,0.0,0,0,0,1,0,1
95.0,2.0,0.0,172.0,387.0,645.0,44.0,147.0,229.0,300.0,63.0,0,0.0,0.69,0.69,0.0,1,0,0,1,0,1
3.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.66,0.69,0.0,1,0,0,1,0,1
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.0,0.99,0.98,0.0,1,0,0,1,0,1
0.0,2.0,0.0,66.0,76.0,81.0,378.0,418.0,462.0,529.0,14.0,0,0.0,0.92,0.95,120.0,0,0,0,1,0,1
-51.0,16.0,0.0,1174.0,1220.0,1220.0,21.0,339.0,456.0,565.0,80.0,0,0.0,0.91,0.93,51.0,0,0,0,1,0,1
1.0,12.0,0.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,0.0,0,0.0,0.78,0.78,0.0,0,0,0,1,0,1
0.0,2.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.17,0.0,1,0,0,1,0,1
1.0,8.0,0.0,20.0,46.0,70.0,8.0,20.0,34.0,43.0,1.0,0,0.0,0.84,0.77,0.0,0,0,1,1,0,1
0.0,12.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.58,0.58,0.0,1,0,0,1,0,1
0.0,8.0,0.0,22.0,30.0,48.0,7.0,24.0,34.0,48.0,0.0,0,0.0,0.62,0.6,0.0,0,0,0,1,0,1
9.0,8.0,0.0,24.0,36.0,44.0,7.0,12.0,34.0,47.0,8.0,1,0.0,0.82,0.8,0.0,0,0,0,1,0,1
12.0,8.0,0.0,65.0,85.0,105.0,9.0,21.0,44.0,72.0,99.0,0,0.0,0.44,0.64,0.0,0,0,0,1,0,1
0.0,2.0,0.0,98.0,159.0,209.0,0.0,0.0,0.0,0.0,17.0,1,0.0,0.99,0.95,0.0,0,0,0,1,0,1
2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,0,0.0,0.37,0.4,0.0,1,0,0,1,0,1
-2.0,12.0,7.0,42.0,70.0,91.0,8.0,24.0,44.0,56.0,10.0,0,0.0,0.78,0.78,0.0,0,0,1,1,0,1
-3.0,8.0,1.0,78.0,125.0,180.0,11.0,53.0,106.0,171.0,14.0,0,0.0,0.37,0.54,3.0,0,0,0,1,0,1
3.0,12.0,0.0,12.0,18.0,24.0,2.0,12.0,15.0,22.0,5.0,0,0.0,0.78,0.78,0.0,0,0,0,1,0,1
0.0,12.0,0.0,4.0,6.0,7.0,1.0,3.0,3.0,6.0,0.0,0,0.0,0.76,0.73,0.0,0,0,0,1,0,1
0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.76,0.77,0.0,1,0,1,1,0,1
2.0,8.0,0.0,3.0,6.0,9.0,3.0,5.0,7.0,7.0,1.0,0,0.0,0.86,0.88,0.0,0,0,0,1,0,1
2.0,12.0,0.0,10.0,16.0,22.0,3.0,12.0,21.0,42.0,0.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
0.0,12.0,0.0,13.0,21.0,27.0,1.0,7.0,16.0,22.0,0.0,0,2.0,0.63,0.72,0.0,0,0,0,1,0,1
0.0,12.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.63,0.72,0.0,1,0,0,1,0,1
4.0,12.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0,0.0,0.78,0.78,0.0,0,0,0,1,0,1
0.0,2.0,0.0,50.0,50.0,50.0,5.0,5.0,5.0,5.0,2.0,0,0.0,0.81,0.82,0.0,1,0,0,1,0,1
1.0,8.0,0.0,0.0,0.0,10.0,2.0,7.0,16.0,26.0,4.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
5.0,9.0,0.0,10.0,14.0,18.0,8.0,10.0,15.0,15.0,0.0,0,0.0,0.91,0.77,0.0,1,0,0,1,0,1
1.0,9.0,0.0,3.0,3.0,4.0,17.0,18.0,19.0,19.0,0.0,0,0.0,0.86,0.84,0.0,0,0,0,1,0,1
95.0,8.0,1.0,366.0,566.0,846.0,111.0,302.0,516.0,709.0,68.0,0,0.0,0.68,0.69,0.0,0,0,1,1,0,1
-7.0,17.0,1.0,27.0,27.0,27.0,2.0,15.0,39.0,41.0,3.0,0,0.0,0.82,0.83,8.0,0,0,0,1,0,1
0.0,12.0,0.0,14.0,26.0,40.0,2.0,7.0,7.0,13.0,0.0,0,0.0,0.68,0.65,0.0,0,0,1,1,0,1
3.0,8.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,24.0,0.0,0,0.0,0.89,0.88,0.0,0,0,0,1,0,1
0.0,0.0,0.0,14.0,21.0,29.0,3.0,11.0,14.0,30.0,0.0,0,0.0,0.93,0.86,0.0,0,0,1,0,0,1
2.0,8.0,0.0,38.0,62.0,86.0,11.0,27.0,42.0,68.0,0.0,0,0.0,0.51,0.53,0.0,0,0,0,1,0,1
3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0,0.0,0.95,0.96,0.0,0,0,0,1,0,1
0.0,14.0,0.0,12.0,12.0,12.0,0.0,0.0,1.0,3.0,0.0,0,0.0,0.44,0.38,0.0,0,0,0,1,0,1
0.0,8.0,0.0,5.0,10.0,10.0,3.0,6.0,8.0,18.0,1.0,0,0.0,0.96,0.92,0.0,0,0,0,1,0,1
3.0,8.0,0.0,6.0,8.0,10.0,1.0,3.0,4.0,5.0,0.0,0,0.0,0.8,0.82,0.0,1,0,0,1,0,1
0.0,12.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.63,0.72,0.0,0,0,0,1,0,1
-1.0,8.0,0.0,19.0,30.0,43.0,11.0,31.0,51.0,55.0,0.0,0,0.0,0.96,0.96,1.0,0,0,0,1,0,1
1.0,8.0,0.0,25.0,25.0,25.0,3.0,6.0,8.0,8.0,2.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
0.0,8.0,0.0,15.0,15.0,19.0,3.0,11.0,17.0,23.0,2.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,1
74.0,8.0,0.0,325.0,595.0,829.0,79.0,315.0,611.0,902.0,95.0,0,0.0,0.82,0.75,0.0,0,0,0,1,0,1
1.0,8.0,0.0,2.0,3.0,5.0,1.0,3.0,5.0,5.0,0.0,0,0.0,0.79,0.66,0.0,0,0,0,1,0,1
57.0,2.0,0.0,3.0,43.0,87.0,13.0,33.0,53.0,73.0,1.0,0,0.0,1.0,1.0,0.0,1,0,0,1,0,1
3.0,8.0,0.0,391.0,391.0,391.0,5.0,15.0,24.0,40.0,0.0,0,0.0,0.51,0.53,0.0,1,0,0,1,0,1
6.0,11.0,2.0,20.0,20.0,24.0,4.0,31.0,51.0,66.0,2.0,0,0.0,0.85,0.76,0.0,0,0,0,1,0,1
4.0,2.0,1.0,3.0,9.0,14.0,1.0,5.0,8.0,14.0,1.0,0,1.0,0.1,0.17,0.0,0,0,0,1,0,1
20.0,13.0,0.0,12.0,36.0,48.0,25.0,48.0,86.0,112.0,5.0,0,0.0,0.61,0.73,0.0,0,0,0,1,0,1
0.0,9.0,2.0,68.0,98.0,128.0,8.0,19.0,25.0,27.0,0.0,0,0.0,0.91,0.77,0.0,1,0,0,1,0,1
1.0,8.0,0.0,9.0,9.0,13.0,1.0,4.0,12.0,16.0,0.0,0,0.0,0.97,0.98,0.0,0,0,0,1,0,1
5.0,8.0,0.0,5.0,5.0,10.0,1.0,3.0,5.0,8.0,0.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
6.0,8.0,4.0,8.0,20.0,28.0,4.0,8.0,18.0,28.0,4.0,0,0.0,0.99,0.97,0.0,0,0,0,1,0,1
4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0,0.0,0.78,0.78,0.0,0,0,0,1,0,1
9.0,8.0,0.0,85.0,182.0,262.0,22.0,71.0,128.0,181.0,0.0,0,10.0,0.71,0.75,0.0,0,0,1,1,0,1
1.0,8.0,0.0,10.0,10.0,20.0,1.0,6.0,12.0,13.0,1.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
2.0,8.0,0.0,1.0,3.0,5.0,1.0,3.0,3.0,7.0,1.0,0,0.0,0.56,0.46,0.0,0,0,0,1,0,1
0.0,8.0,0.0,10.0,20.0,20.0,2.0,7.0,11.0,15.0,1.0,0,0.0,0.25,0.36,0.0,1,0,0,0,0,1
5.0,2.0,0.0,24.0,48.0,75.0,8.0,24.0,42.0,65.0,0.0,0,0.0,0.91,0.85,0.0,0,0,0,1,0,1
5.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,12.0,1.0,0,0.0,0.99,0.98,0.0,0,0,0,1,0,1
0.0,12.0,0.0,6.0,6.0,6.0,0.0,2.0,3.0,6.0,0.0,0,0.0,0.56,0.46,0.0,1,0,1,1,0,1
0.0,8.0,0.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,0.0,0,0.0,0.8,0.82,0.0,0,0,0,1,0,1
0.0,2.0,0.0,6.0,12.0,12.0,3.0,5.0,8.0,9.0,0.0,0,0.0,0.99,0.95,0.0,0,0,0,1,0,1
2.0,8.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,6.0,0.0,0,0.0,0.8,0.82,0.0,0,0,0,1,0,1
0.0,8.0,0.0,7.0,7.0,14.0,2.0,5.0,8.0,9.0,0.0,0,0.0,0.95,0.97,0.0,0,0,0,1,0,1
-124.0,8.0,0.0,835.0,1279.0,1747.0,361.0,538.0,841.0,1199.0,184.0,0,0.0,0.44,0.62,127.0,0,0,0,1,0,1
0.0,2.0,0.0,21.0,21.0,21.0,2.0,2.0,2.0,2.0,1.0,0,0.0,0.52,0.41,2.0,1,0,0,1,0,1
7.0,8.0,0.0,7.0,7.0,14.0,4.0,7.0,16.0,17.0,2.0,0,0.0,0.74,0.84,0.0,0,0,0,1,0,1
0.0,16.0,0.0,26.0,52.0,65.0,6.0,28.0,40.0,51.0,4.0,0,13.0,0.38,0.44,0.0,0,0,0,1,0,1
190.0,9.0,0.0,240.0,240.0,360.0,67.0,169.0,336.0,525.0,44.0,0,0.0,0.91,0.77,0.0,0,0,0,1,0,1
11.0,12.0,0.0,0.0,0.0,0.0,4.0,9.0,9.0,9.0,1.0,0,0.0,0.58,0.58,0.0,1,0,0,1,0,1
0.0,5.0,0.0,1894.0,3269.0,5049.0,0.0,0.0,0.0,0.0,187.0,0,111.0,0.69,0.69,0.0,0,0,0,1,0,1
0.0,2.0,0.0,102.0,119.0,142.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.93,0.8,0.0,0,0,0,1,0,1
0.0,8.0,0.0,26.0,39.0,65.0,1.0,13.0,22.0,34.0,0.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
1.0,12.0,1.0,1.0,5.0,7.0,1.0,3.0,8.0,14.0,3.0,0,0.0,0.98,0.99,0.0,0,0,1,1,0,1
0.0,2.0,0.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.42,0.36,0.0,1,0,1,1,0,1
2.0,8.0,0.0,3.0,4.0,6.0,2.0,4.0,7.0,13.0,2.0,0,0.0,0.99,0.97,0.0,0,0,0,1,0,1
5.0,8.0,0.0,62.0,94.0,126.0,13.0,40.0,68.0,108.0,0.0,0,0.0,0.98,0.98,0.0,0,0,0,1,0,1
0.0,0.0,0.0,14.0,14.0,14.0,0.0,1.0,5.0,7.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
0.0,2.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.85,0.56,0.0,0,0,1,1,0,1
51.0,2.0,78.0,669.0,1425.0,2316.0,236.0,595.0,1075.0,1385.0,9.0,0,0.0,0.97,0.97,0.0,0,0,1,1,0,1
4.0,8.0,0.0,19.0,29.0,39.0,4.0,7.0,19.0,28.0,0.0,0,0.0,0.98,0.97,0.0,0,0,0,1,0,1
4.0,8.0,0.0,60.0,60.0,60.0,9.0,15.0,24.0,44.0,0.0,0,0.0,0.97,0.95,0.0,0,0,0,1,0,1
288.0,8.0,41.0,1173.0,1803.0,2478.0,226.0,655.0,1296.0,1991.0,181.0,0,45.0,0.97,0.94,0.0,0,0,0,1,0,1
44.0,8.0,0.0,512.0,704.0,896.0,117.0,304.0,422.0,606.0,171.0,0,0.0,0.84,0.77,1.0,0,0,0,1,0,1
3.0,8.0,0.0,54.0,102.0,150.0,20.0,36.0,64.0,117.0,13.0,0,0.0,0.5,0.74,0.0,0,0,0,1,0,1
0.0,8.0,0.0,4.0,7.0,9.0,1.0,2.0,4.0,4.0,0.0,0,0.0,0.42,0.36,0.0,1,0,0,1,0,1
20.0,8.0,0.0,0.0,50.0,50.0,7.0,16.0,26.0,31.0,1.0,0,0.0,0.99,0.98,0.0,0,0,0,1,0,1
4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.98,0.97,0.0,0,0,0,1,0,1
144.0,2.0,112.0,144.0,360.0,594.0,0.0,1.0,1.0,1.0,59.0,0,0.0,0.96,0.96,0.0,0,0,0,1,0,1
-1.0,8.0,0.0,24.0,32.0,48.0,2.0,14.0,24.0,32.0,0.0,0,0.0,0.51,0.53,1.0,0,0,0,1,0,1
12.0,8.0,0.0,12.0,12.0,12.0,1.0,12.0,23.0,31.0,7.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,1
-2.0,2.0,0.0,555.0,817.0,1123.0,76.0,269.0,543.0,772.0,87.0,0,0.0,0.35,0.27,6.0,0,0,0,1,0,1
3.0,8.0,0.0,12.0,22.0,32.0,3.0,11.0,16.0,26.0,2.0,0,0.0,0.93,0.94,0.0,0,0,0,1,0,1
1.0,8.0,0.0,13.0,22.0,31.0,2.0,10.0,13.0,20.0,0.0,0,0.0,1.0,0.99,0.0,0,0,0,1,0,1
1.0,8.0,0.0,3.0,6.0,6.0,2.0,3.0,3.0,3.0,1.0,0,0.0,0.86,0.88,0.0,0,0,1,1,0,1
1.0,12.0,0.0,3.0,4.0,5.0,0.0,1.0,4.0,4.0,0.0,0,1.0,0.63,0.72,0.0,0,0,0,1,0,1
4.0,2.0,0.0,9.0,27.0,45.0,8.0,23.0,34.0,51.0,0.0,0,0.0,0.76,0.78,0.0,0,0,0,1,0,1
4.0,8.0,0.0,100.0,162.0,225.0,19.0,62.0,118.0,178.0,18.0,0,24.0,0.65,0.74,0.0,0,0,0,1,0,1
1.0,2.0,0.0,3.0,6.0,8.0,3.0,4.0,8.0,11.0,0.0,0,0.0,0.99,0.97,0.0,0,0,0,1,0,1
4.0,2.0,0.0,6.0,10.0,16.0,3.0,5.0,9.0,15.0,0.0,0,0.0,0.91,0.85,0.0,0,0,1,1,0,1
0.0,8.0,0.0,118.0,154.0,208.0,0.0,0.0,0.0,0.0,14.0,0,23.0,0.91,0.93,0.0,0,0,0,1,0,1
0.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1,0,1,1,0,1
0.0,2.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.82,0.0,0,0,1,1,0,1
0.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.7,0.73,0.0,1,0,1,1,0,1
21.0,8.0,0.0,73.0,98.0,123.0,8.0,28.0,68.0,111.0,41.0,0,0.0,0.9,0.95,1.0,0,0,0,1,0,1
36.0,6.0,0.0,0.0,27.0,27.0,5.0,21.0,38.0,71.0,7.0,0,0.0,0.78,0.78,0.0,0,0,1,1,0,1
3.0,2.0,0.0,5.0,6.0,7.0,1.0,2.0,4.0,12.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
74.0,8.0,1.0,788.0,1324.0,1856.0,143.0,363.0,546.0,704.0,158.0,0,48.0,0.09,0.09,0.0,1,0,1,1,0,1
0.0,8.0,0.0,4.0,6.0,9.0,1.0,4.0,5.0,7.0,1.0,0,0.0,1.0,0.99,0.0,0,0,0,1,0,1
0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0,0.0,0.43,0.45,0.0,1,0,1,0,0,1
6.0,2.0,11.0,29.0,53.0,77.0,3.0,27.0,48.0,61.0,0.0,0,0.0,0.96,0.97,0.0,0,0,0,1,0,1
2.0,4.0,0.0,17.0,26.0,35.0,0.0,1.0,7.0,11.0,0.0,0,7.0,0.63,0.72,0.0,0,0,0,1,0,1
-2.0,8.0,0.0,45.0,77.0,111.0,1.0,22.0,34.0,67.0,0.0,0,0.0,0.66,0.78,2.0,0,0,0,1,0,1
194.0,8.0,181.0,720.0,1344.0,2124.0,229.0,777.0,1360.0,1844.0,177.0,0,84.0,0.31,0.18,23.0,0,0,0,1,0,1
3.0,4.0,0.0,6.0,6.0,6.0,9.0,11.0,11.0,11.0,1.0,0,0.0,0.24,0.14,0.0,1,0,0,1,0,1
5.0,12.0,0.0,50.0,50.0,50.0,3.0,22.0,36.0,55.0,6.0,0,0.0,0.69,0.69,0.0,0,0,0,1,0,1
0.0,8.0,0.0,5.0,10.0,11.0,3.0,5.0,9.0,13.0,3.0,0,0.0,0.14,0.32,0.0,0,0,0,1,0,1
-1.0,9.0,0.0,5.0,8.0,10.0,2.0,4.0,6.0,7.0,1.0,0,0.0,0.99,0.96,1.0,0,0,0,1,0,1
0.0,4.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.79,0.66,0.0,1,0,1,1,0,1
0.0,8.0,0.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.62,0.62,0.0,0,0,1,1,0,1
0.0,2.0,0.0,32.0,32.0,32.0,1.0,1.0,1.0,2.0,1.0,0,0.0,0.97,0.97,0.0,0,0,0,1,0,1
21.0,2.0,0.0,0.0,0.0,0.0,12.0,39.0,45.0,45.0,0.0,0,0.0,0.93,0.93,0.0,1,0,0,1,0,1
0.0,8.0,21.0,5321.0,8141.0,10961.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.95,0.96,0.0,0,0,0,1,0,1
2.0,2.0,0.0,14.0,14.0,14.0,4.0,18.0,25.0,25.0,0.0,0,0.0,0.24,0.28,0.0,1,0,0,1,0,1
0.0,2.0,0.0,12.0,20.0,22.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.52,0.41,0.0,1,0,1,1,0,1
4.0,9.0,0.0,5.0,8.0,10.0,2.0,6.0,6.0,10.0,0.0,0,0.0,0.86,0.84,0.0,0,0,0,1,0,1
-1.0,9.0,0.0,9.0,9.0,9.0,0.0,1.0,3.0,4.0,1.0,0,1.0,0.86,0.84,1.0,0,0,0,1,0,1
2.0,8.0,0.0,3.0,5.0,7.0,1.0,4.0,5.0,5.0,1.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,0.0,0,0.0,0.99,0.92,0.0,1,0,0,1,0,1
0.0,8.0,0.0,29.0,52.0,59.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.97,0.9,0.0,1,0,1,1,0,1
49.0,8.0,4.0,33.0,65.0,89.0,30.0,63.0,96.0,149.0,19.0,0,0.0,0.42,0.36,0.0,0,0,0,1,0,1
5.0,8.0,0.0,31.0,51.0,61.0,6.0,15.0,29.0,47.0,8.0,0,0.0,0.3,0.3,0.0,0,0,0,1,0,1
0.0,8.0,0.0,10.0,20.0,25.0,2.0,7.0,11.0,15.0,7.0,0,0.0,0.97,0.98,0.0,0,0,0,1,0,1
0.0,8.0,0.0,7.0,9.0,12.0,3.0,7.0,13.0,21.0,0.0,0,0.0,0.65,0.74,0.0,0,0,0,1,0,1
0.0,9.0,0.0,3.0,4.0,6.0,3.0,3.0,7.0,9.0,4.0,0,0.0,0.99,0.98,0.0,0,0,0,1,0,1
9.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,10.0,15.0,0.0,0,0.0,0.78,0.78,0.0,0,0,0,1,0,1
0.0,8.0,0.0,236.0,336.0,436.0,60.0,155.0,305.0,471.0,43.0,0,0.0,0.51,0.53,5.0,0,0,0,1,0,1
235.0,2.0,89.0,725.0,1375.0,1960.0,215.0,642.0,1156.0,1678.0,176.0,0,210.0,0.02,0.1,0.0,0,0,0,1,0,1
0.0,8.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.42,0.36,0.0,0,0,0,1,0,1
7.0,8.0,0.0,6975.0,11925.0,16875.0,0.0,0.0,0.0,0.0,0.0,0,638.0,0.88,0.91,0.0,0,0,0,1,0,1
